seqname	type	rep1	rep2	rep3
FP026201_MYH14_1	promoter	3995	7239	7105
FP010364_PEX7_1	promoter	3994	7935	6184
FP004584_TTLL4_2	promoter	3994	7941	9668
FP004075_TANC1_1	promoter	3994	8053	6394
FP001223_PKN2_1	promoter	3994	7908	12099
FP026047_ZNF114_1	promoter	3992	8023	4328
FP010795_IGF2BP3_1	promoter	3990	7618	23303
FP000522_EYA3_2	promoter	3981	7561	9689
FP025725_PLD3_1	promoter	3977	7519	2982
FP023569_ACSF2_2	promoter	3975	7754	13595
FP008237_CAST_1	promoter	3975	7662	20497
FP001000_PLPP3_5	promoter	3974	7827	10798
FP027712_POFUT2_1	promoter	3973	7422	13
FP017287_RIMKLB_3	promoter	3972	8170	13
FP018912_SERP2_1	promoter	3971	7758	1891
FP006031_TF_1	promoter	3969	7908	7644
FP021637_LAT_3	promoter	3968	7607	11207
FP019553_TXNDC16_1	promoter	3968	10759	15176
FP003699_KANSL3_1	promoter	3968	7406	15276
FP018968_RCBTB1_1	promoter	3966	7388	3
FP005192_SS18L2_2	promoter	3965	7821	8345
FP013055_PLGRKT_4	promoter	3957	7934	2
FP027742_IL17RA_2	promoter	3954	7578	25
FP027331_CDH4_1	promoter	3953	7412	4682
FP014604_DDX21_1	promoter	3953	8003	6328
FP002669_RRP15_1	promoter	3953	7767	13019
FP014000_RALGDS_8	promoter	3952	8134	10089
FP013283_PAX5_1	promoter	3951	7904	7328
FP005215_FAM198A_1	promoter	3947	7822	1500
FP012961_MAF1_2	promoter	3941	7423	6890
FP018464_ALDH2_1	promoter	3937	7151	3169
FP015610_CYP2R1_1	promoter	3936	6898	13764
FP011162_POM121C_1	promoter	3936	7249	2345
FP022964_NEK8_2	promoter	3935	7984	12445
FP029429_CXorf40A_1	promoter	3934	7987	18402
FP004979_IQSEC1_4	promoter	3934	8125	10234
FP015367_TSPAN4_2	promoter	3933	7757	18751
FP014871_SORBS1_1	promoter	3927	7938	11534
FP012884_TSNARE1_2	promoter	3927	7338	3
FP021619_EIF3C_1	promoter	3925	7401	20437
FP028872_RIBC1_1	promoter	3923	7533	17461
FP020325_INO80_3	promoter	3923	7697	5383
FP010083_RNGTT_2	promoter	3923	7818	14956
FP028250_APOBEC3G_1	promoter	3921	7514	6671
FP008724_RBM27_1	promoter	3921	7283	7371
FP023071_AP2B1_1	promoter	3918	8612	20155
FP018281_NTN4_4	promoter	3918	7443	3888
FP021315_MEFV_1	promoter	3917	7424	10528
FP010585_FRMD1_1	promoter	3914	7070	16393
FP012152_SORBS3_1	promoter	3913	7563	10804
FP019700_FNTB_3	promoter	3909	7484	8759
FP009349_TRIM39_3	promoter	3909	7267	11792
FP013634_FAM206A_1	promoter	3908	7666	11783
FP009667_BRPF3_2	promoter	3908	9034	4910
FP012405_MRPL15_1	promoter	3906	7374	1922
FP009266_TDP2_2	promoter	3905	7754	18542
FP021744_ZNF688_1	promoter	3903	7598	7003
FP022282_C16orf95_1	promoter	3901	7386	6604
FP016577_NDUFC2_1	promoter	3901	7749	7184
FP014535_CISD1_1	promoter	3901	7049	5155
FP008186_VCAN_1	promoter	3898	7591	4748
FP008717_KCTD16_2	promoter	3896	7722	13039
FP015228_EDRF1_1	promoter	3893	7278	11093
FP015117_GFRA1_2	promoter	3892	7908	55442
FP007143_KLHL8_1	promoter	3890	6985	1317
FP021705_ALDOA_5	promoter	3886	7834	5
FP013468_SYK_1	promoter	3886	7203	12835
FP010597_TCTE3_1	promoter	3882	7189	1425
FP023641_LPO_1	promoter	3878	7545	57
FP017620_CCNT1_1	promoter	3871	7501	8073
FP014144_NELFB_2	promoter	3871	7211	8643
FP000533_TRNAU1AP_1	promoter	3871	6993	4419
FP015455_TRIM21_1	promoter	3869	7872	11766
FP014431_ZNF25_1	promoter	3869	7821	11819
FP026547_ZNF586_1	promoter	3866	7959	16532
FP003703_ANKRD23_2	promoter	3864	7874	23428
FP017411_EPS8_1	promoter	3863	7301	2657
FP001883_TRIM46_2	promoter	3858	7241	17735
FP016445_IL18BP_2	promoter	3857	7761	12609
FP018079_SRGAP1_3	promoter	3851	7503	10735
FP016154_NUDT22_1	promoter	3849	7443	7967
FP029248_SLC25A43_1	promoter	3846	7738	16764
FP012931_TSTA3_1	promoter	3837	6913	2189
FP019383_GMPR2_2	promoter	3836	7448	5126
FP023490_HOXB4_2	promoter	3835	7750	3055
FP002096_PPOX_1	promoter	3835	7262	8672
FP013421_RMI1_1	promoter	3834	7514	1243
FP013998_RALGDS_12	promoter	3830	7382	17657
FP029590_CLIC2_1	promoter	3829	8316	7068
FP022210_CMC2_1	promoter	3826	7252	2225
FP013598_BAAT_2	promoter	3825	7086	5247
FP020509_GNB5_1	promoter	3823	7074	3
FP028184_NOL12_5	promoter	3822	7167	3699
FP021152_WDR90_1	promoter	3821	7223	10378
FP018423_MMAB_2	promoter	3820	7372	2476
FP000271_DDI2_1	promoter	3820	8114	1751
FP000726_EXO5_1	promoter	3817	7734	4646
FP015708_DNAJC24_1	promoter	3814	7632	13130
FP005392_TRAIP_1	promoter	3813	7221	8258
FP018902_EPSTI1_2	promoter	3811	7410	10916
FP028046_TCN2_3	promoter	3810	11448	10508
FP026458_NAT14_1	promoter	3808	6911	8897
FP003217_NDUFAF7_1	promoter	3808	7195	13372
FP021913_DOK4_4	promoter	3807	7883	10355
FP017390_H2AFJ_1	promoter	3806	6981	4580
FP012721_DCAF13_1	promoter	3805	7466	7596
FP021219_HAGH_1	promoter	3803	7075	3
FP021875_BBS2_1	promoter	3801	7459	8250
FP029001_CITED1_1	promoter	3800	7229	7291
FP020577_ADAM10_1	promoter	3800	7078	8
FP015940_ZFP91_12	promoter	3799	7890	1118
FP002129_C1orf226_4	promoter	3798	7200	12545
FP029253_NKRF_1	promoter	3796	7856	6110
FP006575_SPON2_3	promoter	3792	7783	3082
FP026696_SLC4A11_4	promoter	3790	7585	10432
FP001416_GNAT2_1	promoter	3789	7026	3319
FP019391_CIDEB_2	promoter	3784	7561	7831
FP006858_OCIAD1_2	promoter	3784	28476	25431
FP027092_TOMM34_1	promoter	3783	7176	4
FP016348_KDM2A_1	promoter	3783	7292	8470
FP011341_ARPC1A_6	promoter	3781	7777	17390
FP009035_RMND5B_2	promoter	3781	6885	4385
FP025978_DMWD_1	promoter	3778	7205	11
FP010949_STARD3NL_2	promoter	3778	7459	12759
FP020143_BRF1_3	promoter	3774	7067	4827
FP027915_DDT_2	promoter	3771	7583	7937
FP008417_SLC22A4_1	promoter	3769	6905	8316
FP004078_BAZ2B_2	promoter	3768	7347	5491
FP018668_SLC15A4_1	promoter	3766	6870	12645
FP029537_FLNA_3	promoter	3763	7522	5438
FP017842_HOXC9_2	promoter	3763	6576	9078
FP018971_KPNA3_1	promoter	3762	20824	11553
FP007305_PITX2_2	promoter	3762	7719	12977
FP015330_RASSF7_4	promoter	3761	7227	2658
FP007989_MIER3_1	promoter	3761	6422	2394
FP012502_TRPA1_2	promoter	3760	8006	25793
FP003144_SUPT7L_1	promoter	3760	7990	2368
FP000436_CLIC4_1	promoter	3759	7430	1867
FP019552_PTGER2_1	promoter	3757	7357	871
FP006456_LPP_2	promoter	3757	7671	43
FP013924_CRAT_1	promoter	3755	8073	2972
FP027018_MROH8_1	promoter	3754	6912	4105
FP017936_ZC3H10_1	promoter	3754	6904	6717
FP010617_GET4_2	promoter	3754	7315	12412
FP010152_QRSL1_1	promoter	3754	7509	6807
FP021230_TBL3_1	promoter	3753	7482	9722
FP019461_RALGAPA1_1	promoter	3751	7361	5138
FP016664_GPR83_1	promoter	3751	7176	6748
FP008131_AGGF1_1	promoter	3749	7612	4187
FP010814_NFE2L3_1	promoter	3746	6834	5417
FP026652_SIRPB1_1	promoter	3745	7021	4966
FP019913_TTC8_1	promoter	3738	7225	9606
FP017421_LMO3_3	promoter	3738	7312	6350
FP008938_UBTD2_4	promoter	3734	7262	8300
FP014902_RRP12_1	promoter	3733	7436	13679
FP017703_SLC11A2_1	promoter	3732	6841	21
FP018001_NDUFA4L2_2	promoter	3729	7152	18391
FP004286_PPP1R1C_3	promoter	3729	6746	11569
FP021694_HIRIP3_2	promoter	3728	7552	2445
FP020327_INO80_2	promoter	3723	7495	9105
FP010972_HECW1_3	promoter	3722	7710	5814
FP017602_RPAP3_1	promoter	3721	7159	11874
FP000152_PARK7_1	promoter	3720	7515	14094
FP004785_UBE2F_5	promoter	3718	7843	7095
FP020032_BDKRB2_6	promoter	3713	7371	8893
FP012148_PPP3CC_1	promoter	3713	7485	11558
FP026478_U2AF2_2	promoter	3712	7303	2543
FP005350_NDUFAF3_1	promoter	3712	6923	13266
FP023471_COPZ2_2	promoter	3711	7427	2234
FP006154_PFN2_2	promoter	3709	7062	480
FP007725_AHRR_1	promoter	3705	7543	6086
FP026062_CYTH2_2	promoter	3704	7385	2319
FP021959_CKLF_1	promoter	3704	6924	8816
FP022312_TRAPPC2L_1	promoter	3703	7072	63
FP017686_COX14_3	promoter	3702	7099	9381
FP016904_IFT46_1	promoter	3701	7639	3476
FP000780_MED8_1	promoter	3701	7316	3228
FP000716_ZMPSTE24_2	promoter	3699	7699	5063
FP028567_OFD1_2	promoter	3697	7360	8730
FP013481_CENPP_1	promoter	3696	7070	14154
FP008547_TMEM173_1	promoter	3696	7048	14736
FP017014_EI24_1	promoter	3695	6723	9915
FP024386_SMAD2_1	promoter	3691	7814	8209
FP010709_GLCCI1_2	promoter	3690	7244	26419
FP026955_ACSS2_1	promoter	3689	6996	15758
FP017249_C1R_2	promoter	3689	7890	11662
FP021540_CDR2_1	promoter	3688	7373	5249
FP009984_KCNQ5_3	promoter	3688	6872	27160
FP008333_SEMA6A_4	promoter	3688	6789	12037
FP012918_TOP1MT_2	promoter	3686	8399	6299
FP027950_CRYBB3_1	promoter	3685	7466	1486
FP015246_PTPRE_1	promoter	3685	7734	7658
FP002629_TMEM206_1	promoter	3684	7017	21112
FP012165_RHOBTB2_3	promoter	3683	7064	20129
FP003742_MRPL30_1	promoter	3683	7388	18183
FP008002_PDE4D_6	promoter	3682	7629	2507
FP007884_RICTOR_2	promoter	3681	6944	5563
FP011886_ZNF775_2	promoter	3679	6992	11296
FP024284_SS18_1	promoter	3677	7357	4548
FP018646_EIF2B1_1	promoter	3677	7323	6282
FP004986_HDAC11_2	promoter	3677	7604	7012
FP023514_TTLL6_3	promoter	3676	7070	16827
FP002839_GNG4_3	promoter	3674	6844	29
FP022575_GABARAP_2	promoter	3673	7610	6385
FP001284_CCDC18_2	promoter	3672	7134	2203
FP019513_RPL36AL_2	promoter	3669	7144	11262
FP022845_ALKBH5_1	promoter	3668	7140	6140
FP025894_ZNF224_2	promoter	3664	7223	16087
FP001837_IL6R_2	promoter	3659	7311	3849
FP017732_ACVRL1_3	promoter	3657	6991	7847
FP017241_PTPN6_2	promoter	3653	6675	6968
FP003738_LIPT1_1	promoter	3651	6940	10238
FP005858_GTF2E1_1	promoter	3650	7436	10928
FP001290_BCAR3_5	promoter	3650	7374	22368
FP008948_RPL26L1_1	promoter	3649	6924	5200
FP014443_HNRNPF_4	promoter	3647	6230	8423
FP025398_ZNF714_1	promoter	3645	7237	5020
FP007970_MCIDAS_1	promoter	3642	6770	2703
FP002633_ATF3_3	promoter	3641	7090	11053
FP023462_SCRN2_1	promoter	3639	7015	14492
FP012197_DOCK5_2	promoter	3639	6704	910
FP004495_CCNYL1_2	promoter	3639	7114	4749
FP017554_CPNE8_3	promoter	3637	7272	1207
FP003459_TIA1_1	promoter	3637	6644	2240
FP000607_RNF19B_1	promoter	3637	6870	19
FP028185_NOL12_3	promoter	3635	7261	17334
FP009822_POLH_1	promoter	3631	6878	9205
FP000406_ELOA_1	promoter	3631	6917	2174
FP015908_SLC43A3_4	promoter	3628	7054	8825
FP012690_SPAG1_1	promoter	3627	7298	6672
FP017384_ATF7IP_2	promoter	3626	6920	10149
FP013386_RFK_1	promoter	3623	7075	10837
FP019975_TMEM251_2	promoter	3622	7101	48
FP005591_FHIT_1	promoter	3622	6951	13268
FP000853_IPP_1	promoter	3620	6449	10207
FP023196_NR1D1_1	promoter	3617	6721	11132
FP003465_TGFA_1	promoter	3614	6820	11231
FP000146_PER3_3	promoter	3614	6553	1074
FP012974_TMEM249_1	promoter	3613	7381	5
FP024429_MBD2_1	promoter	3610	6783	51
FP026809_DZANK1_1	promoter	3609	7134	6180
FP015186_FAM24B_1	promoter	3609	6611	4889
FP011079_ZNF273_2	promoter	3608	7361	20369
FP010265_PKIB_2	promoter	3607	6898	5197
FP003749_PDCL3_1	promoter	3603	7048	5960
FP013866_SLC25A25_1	promoter	3601	6599	2553
FP005974_KIAA1257_3	promoter	3598	6839	10467
FP005369_AMT_2	promoter	3597	7258	19135
FP021359_ANKS3_1	promoter	3590	6844	6885
FP019424_SCFD1_1	promoter	3590	7276	7438
FP014367_MASTL_2	promoter	3590	6992	33
FP017170_TNFRSF1A_1	promoter	3589	7213	5178
FP000184_CENPS_1	promoter	3589	6462	4
FP003477_TEX261_1	promoter	3588	5983	6856
FP016576_NDUFC2_5	promoter	3587	7449	18925
FP010600_DLL1_1	promoter	3586	6516	10415
FP000203_UBIAD1_2	promoter	3584	6887	1885
FP024858_CRB3_4	promoter	3582	7292	9427
FP019620_DACT1_1	promoter	3582	7044	12
FP003984_ZRANB3_3	promoter	3582	7175	8348
FP028902_FAM104B_2	promoter	3580	6735	4962
FP019063_SPRY2_1	promoter	3580	6455	16478
FP020595_BNIP2_1	promoter	3576	6727	5490
FP018355_HSP90B1_1	promoter	3576	6923	20113
FP012666_MATN2_3	promoter	3571	6790	4552
FP001462_OVGP1_2	promoter	3571	6839	3933
FP028024_TBC1D10A_3	promoter	3569	6898	12449
FP019723_ARG2_1	promoter	3569	7111	7931
FP019083_DNAJC3_1	promoter	3568	6708	8648
FP018893_VWA8_1	promoter	3565	6469	13451
FP000320_ALDH4A1_2	promoter	3565	6887	5539
FP014056_UBAC1_1	promoter	3563	7138	6684
FP015815_SYT13_1	promoter	3562	7295	3124
FP000130_PLEKHG5_2	promoter	3561	7446	8024
FP029195_COL4A6_1	promoter	3560	7497	11706
FP009722_LRFN2_2	promoter	3557	6498	10557
FP022905_KCNJ12_2	promoter	3556	6766	7433
FP022184_GABARAPL2_1	promoter	3555	6261	7598
FP026346_ZNF331_3	promoter	3554	6928	1259
FP014106_EDF1_1	promoter	3554	6981	6
FP016330_CTSF_1	promoter	3553	6951	4113
FP014949_CWF19L1_1	promoter	3553	7012	12814
FP017707_TFCP2_3	promoter	3551	6621	13215
FP006267_ZBBX_1	promoter	3551	6503	8403
FP029432_TMEM185A_1	promoter	3549	6961	3517
FP003602_TCF7L1_1	promoter	3548	6516	5911
FP008738_DPYSL3_3	promoter	3545	6810	1303
FP016587_DDIAS_2	promoter	3544	7878	4733
FP023918_TRIM65_1	promoter	3543	6302	23
FP007061_CCNI_1	promoter	3542	7293	24076
FP016457_LAMTOR1_1	promoter	3540	6666	6333
FP024187_PTPRM_2	promoter	3539	7174	10962
FP028032_SEC14L2_2	promoter	3538	7107	3740
FP006751_SMIM20_1	promoter	3538	13972	33711
FP023282_STAT5A_6	promoter	3537	7017	2075
FP004173_DYNC1I2_2	promoter	3533	7289	12361
FP017893_BLOC1S1_1	promoter	3531	7266	6720
FP025543_ARHGAP33_1	promoter	3530	7111	4902
FP016202_PYGM_1	promoter	3530	7398	6710
FP023337_DHX8_1	promoter	3529	7064	12421
FP021638_LAT_4	promoter	3529	6978	12886
FP010572_RNASET2_1	promoter	3528	6260	3
FP026120_PPFIA3_3	promoter	3527	6873	20716
FP006188_DHX36_1	promoter	3525	7136	16431
FP027474_CCT8_1	promoter	3524	6671	6092
FP010121_FAXC_1	promoter	3524	7084	8789
FP019082_DZIP1_1	promoter	3520	7039	6517
FP026613_CSNK2A1_1	promoter	3519	7580	20435
FP025959_RTN2_2	promoter	3515	6366	3351
FP003524_MTHFD2_1	promoter	3512	7187	15048
FP009059_MAML1_1	promoter	3510	6857	3286
FP028199_SLC16A8_1	promoter	3502	6706	6377
FP026643_FKBP1A_1	promoter	3502	6253	15373
FP016339_C11orf80_1	promoter	3502	6813	6359
FP015470_TRIM6_1	promoter	3500	6927	10258
FP010405_PHACTR2_1	promoter	3500	6834	1793
FP014948_CHUK_1	promoter	3496	6559	11981
FP005641_TMF1_1	promoter	3495	6556	20811
FP004585_TTLL4_3	promoter	3492	6882	5977
FP014109_FBXW5_2	promoter	3490	6398	7533
FP027390_RTEL1_3	promoter	3485	6563	10614
FP010880_MTURN_2	promoter	3484	6880	8193
FP024345_RPRD1A_1	promoter	3483	6436	15982
FP020393_CKMT1B_1	promoter	3483	6871	9648
FP013183_CHMP5_1	promoter	3483	6402	10397
FP028528_TBL1X_2	promoter	3480	7534	13752
FP003975_MGAT5_1	promoter	3480	7009	6574
FP029376_FHL1_1	promoter	3478	14455	12349
FP016350_ANKRD13D_2	promoter	3478	7144	8612
FP009612_CUTA_1	promoter	3478	6871	32160
FP025136_NACC1_3	promoter	3477	7241	11358
FP011159_TRIM73_1	promoter	3477	7269	4348
FP018846_STARD13_4	promoter	3474	7136	15517
FP007024_CXCL3_1	promoter	3474	6682	13921
FP023877_SLC16A5_2	promoter	3467	6891	6975
FP015766_CAT_2	promoter	3466	6688	4469
FP021196_C16orf91_1	promoter	3465	6891	27899
FP001459_PIFO_1	promoter	3462	6513	11541
FP019781_DCAF4_1	promoter	3460	6596	5385
FP012657_MTERF3_1	promoter	3460	6842	3043
FP005151_OXSR1_1	promoter	3460	7097	6784
FP003031_KLHL29_1	promoter	3456	6768	13475
FP018762_SPATA13_3	promoter	3454	6716	12093
FP000555_SNRNP40_1	promoter	3454	6802	11168
FP017042_ST3GAL4_1	promoter	3453	7020	5132
FP003259_THADA_1	promoter	3453	6755	24988
FP017917_CDK2_2	promoter	3451	6553	16534
FP010855_HIBADH_2	promoter	3448	6884	5481
FP005426_NPRL2_1	promoter	3446	6338	3354
FP007741_TRIP13_2	promoter	3445	6469	4072
FP013687_SUSD1_2	promoter	3442	7126	20
FP008400_RAPGEF6_4	promoter	3442	6714	4828
FP002322_RGS16_1	promoter	3442	6815	12337
FP000088_SMIM1_2	promoter	3442	6812	11645
FP020916_WHAMM_1	promoter	3440	6740	15071
FP023672_DHX40_1	promoter	3438	6486	9020
FP028444_HDAC10_5	promoter	3435	6426	12532
FP005253_FYCO1_1	promoter	3435	6194	10040
FP022821_PLD6_1	promoter	3430	6023	12762
FP021768_HSD3B7_1	promoter	3430	6811	1434
FP009658_LHFPL5_1	promoter	3429	6626	5
FP009515_DXO_1	promoter	3429	6598	1837
FP014827_IDE_3	promoter	3427	6347	12908
FP026771_SLX4IP_1	promoter	3426	6624	6569
FP024637_GPX4_1	promoter	3425	13762	15459
FP027975_PITPNB_1	promoter	3423	6535	21
FP011383_ZKSCAN1_2	promoter	3423	6685	8688
FP005589_C3orf67_1	promoter	3422	6325	11781
FP021354_CDIP1_1	promoter	3418	6729	32342
FP020029_BDKRB2_2	promoter	3417	6707	1117
FP019839_JDP2_4	promoter	3417	6465	12326
FP010986_URGCP_3	promoter	3417	6421	8789
FP004902_ARPC4_2	promoter	3414	6310	3336
FP004024_RBM43_2	promoter	3409	6946	1636
FP002771_RAB4A_2	promoter	3409	6276	6451
FP017017_CHEK1_3	promoter	3407	6067	9670
FP001125_ACADM_2	promoter	3407	6604	17407
FP003238_MORN2_1	promoter	3405	6578	1022
FP001679_CDC42SE1_1	promoter	3405	6457	4463
FP020730_RPLP1_1	promoter	3404	6757	5575
FP014017_SURF4_1	promoter	3402	6671	2639
FP011857_ZNF786_2	promoter	3402	5906	2725
FP018121_NUP107_1	promoter	3401	6449	8573
FP020250_ACTC1_1	promoter	3400	6973	6611
FP013500_NINJ1_1	promoter	3399	6012	6547
FP006036_SLCO2A1_2	promoter	3398	7278	1430
FP017978_PRIM1_1	promoter	3397	6138	1984
FP012078_LONRF1_2	promoter	3395	6775	9315
FP027914_DDT_1	promoter	3394	6739	2
FP015010_C10orf95_1	promoter	3394	6679	9988
FP003593_DNAH6_2	promoter	3392	6643	10015
FP024086_MAFG_4	promoter	3389	6221	6942
FP003096_DPYSL5_1	promoter	3389	6189	15
FP029010_CHIC1_2	promoter	3385	6605	3481
FP027796_TBX1_2	promoter	3385	5553	15339
FP007077_ANTXR2_3	promoter	3385	6497	677
FP009472_MSH5-SAPCD1_1	promoter	3383	6716	10481
FP008713_YIPF5_1	promoter	3382	6541	15034
FP017957_PAN2_1	promoter	3381	6536	7469
FP010569_RNASET2_3	promoter	3376	6938	6918
FP021165_FAM173A_2	promoter	3375	6700	4839
FP007424_SETD7_2	promoter	3370	6352	5379
FP004858_GAL3ST2_2	promoter	3370	6527	5955
FP027468_ADAMTS5_2	promoter	3362	5716	11185
FP011293_GNG11_1	promoter	3361	6332	3444
FP021326_NLRC3_2	promoter	3359	6647	12469
FP022124_CMTR2_2	promoter	3358	11771	9710
FP027937_SNRPD3_2	promoter	3354	6063	9034
FP010518_GTF2H5_1	promoter	3351	5864	5905
FP016824_ANKK1_1	promoter	3350	6579	11723
FP019681_ZBTB1_3	promoter	3349	7110	14149
FP015355_PIDD1_1	promoter	3344	6335	1482
FP014356_GAD2_2	promoter	3343	6244	11925
FP014777_PTEN_3	promoter	3342	6585	10449
FP015310_IFITM3_1	promoter	3341	6994	7386
FP026234_KLK4_1	promoter	3340	6427	3256
FP014057_NACC2_2	promoter	3340	5790	3899
FP013031_VLDLR_2	promoter	3340	6649	9543
FP025324_FKBP8_2	promoter	3339	6255	8993
FP014669_PPP3CB_1	promoter	3339	6594	8300
FP016166_FKBP2_2	promoter	3338	6500	12824
FP022199_NUDT7_1	promoter	3337	18747	21708
FP018550_SRSF9_1	promoter	3335	5943	12961
FP011099_KCTD7_1	promoter	3329	6182	7315
FP009067_RNF130_1	promoter	3326	6013	1412
FP006796_SMIM14_1	promoter	3323	5972	6889
FP026706_C20orf27_1	promoter	3322	5944	13123
FP019737_ACTN1_1	promoter	3321	6146	1
FP007382_SPRY1_2	promoter	3321	7196	12444
FP007470_ZNF827_1	promoter	3320	6778	3325
FP012302_ASH2L_1	promoter	3318	6352	4291
FP019338_AP1G2_1	promoter	3315	6667	10263
FP019277_REM2_1	promoter	3314	6675	3788
FP017018_CHEK1_1	promoter	3314	6341	2098
FP018721_MPHOSPH8_2	promoter	3309	6179	2586
FP018129_CPSF6_1	promoter	3309	6758	4268
FP006507_TCTEX1D2_1	promoter	3308	6617	16114
FP009380_DDR1_3	promoter	3306	6630	12595
FP023952_AANAT_1	promoter	3303	6629	2388
FP005344_WDR6_1	promoter	3301	5782	22
FP002535_SLC45A3_1	promoter	3301	6548	1028
FP026577_ZNF837_1	promoter	3300	6525	16599
FP009269_GMNN_1	promoter	3298	6484	9052
FP001210_SH3GLB1_2	promoter	3298	6432	8111
FP023697_BRIP1_1	promoter	3293	8847	6700
FP008491_SLC25A48_1	promoter	3293	6013	2707
FP022831_PEMT_3	promoter	3292	6049	5799
FP016032_TMEM258_1	promoter	3291	6252	6046
FP022171_BCAR1_1	promoter	3290	6238	1358
FP024120_TEX19_1	promoter	3289	6151	4817
FP011765_ZC3HAV1_1	promoter	3287	6733	2246
FP009076_ZFP62_1	promoter	3285	6208	7902
FP019030_DIS3_1	promoter	3284	6633	1075
FP015847_F2_1	promoter	3283	6319	13519
FP027532_SON_1	promoter	3282	6402	1
FP026432_TMEM86B_1	promoter	3281	6705	6958
FP027802_GNB1L_1	promoter	3279	6047	19
FP025176_ADGRE2_1	promoter	3278	6288	6800
FP009411_DDX39B_4	promoter	3276	6234	12060
FP023730_STRADA_2	promoter	3274	6517	7621
FP012222_EPHX2_2	promoter	3274	5346	5896
FP011711_CEP41_1	promoter	3273	6137	6865
FP002618_TRAF5_1	promoter	3273	6183	9641
FP029374_SLC9A6_1	promoter	3272	6445	7656
FP024881_ARHGEF18_1	promoter	3271	5778	13178
FP021898_NLRC5_1	promoter	3270	6365	15358
FP012846_LRRC6_1	promoter	3269	6649	4776
FP005913_KALRN_4	promoter	3269	6470	12975
FP002005_CD1D_1	promoter	3269	6605	4804
FP000156_RERE_3	promoter	3268	6451	14021
FP024111_SLC16A3_3	promoter	3267	6517	17331
FP001105_PTGER3_1	promoter	3267	6195	8433
FP000616_ZSCAN20_1	promoter	3266	6486	2222
FP025403_ZNF493_1	promoter	3264	6653	5521
FP025859_PHLDB3_1	promoter	3261	6148	4033
FP006158_SERP1_1	promoter	3260	6197	16493
FP015882_C1QTNF4_1	promoter	3257	5572	24178
FP021066_ARRDC4_1	promoter	3251	6124	4314
FP013547_TDRD7_2	promoter	3251	5960	4494
FP010177_MICAL1_3	promoter	3251	6266	1400
FP009316_ZKSCAN8_2	promoter	3251	6368	20058
FP010008_COL12A1_1	promoter	3249	6061	5469
FP018012_R3HDM2_1	promoter	3248	6321	1671
FP006521_PIGX_1	promoter	3241	6116	2422
FP007141_AFF1_3	promoter	3239	5851	7659
FP000268_DNAJC16_1	promoter	3239	6094	3489
FP009790_GNMT_1	promoter	3238	6345	5802
FP004983_NUP210_2	promoter	3237	6064	10517
FP022720_RPL26_1	promoter	3236	6154	8833
FP027338_MTG2_1	promoter	3235	6471	5508
FP015002_NFKB2_1	promoter	3234	5888	11911
FP007740_BRD9_3	promoter	3230	6199	28233
FP003490_CYP26B1_4	promoter	3229	6016	3095
FP003227_CYP1B1_2	promoter	3225	6498	5820
FP019049_LMO7_3	promoter	3224	6541	26
FP027509_PAXBP1_1	promoter	3223	7595	15707
FP019195_ADPRHL1_4	promoter	3222	6368	6592
FP004560_AAMP_1	promoter	3220	6263	4245
FP011087_VKORC1L1_2	promoter	3219	6198	5892
FP008721_SH3RF2_3	promoter	3219	6388	9714
FP008673_PCDHGC3_1	promoter	3215	6102	4710
FP011144_RFC2_2	promoter	3214	6598	598
FP006945_CENPC_1	promoter	3214	6220	16
FP028490_SLC25A6_1	promoter	3213	6073	1904
FP013923_DOLPP1_1	promoter	3213	5978	10736
FP015739_CSTF3_1	promoter	3212	6393	17
FP023194_THRA_3	promoter	3206	6034	4238
FP011439_PCOLCE_1	promoter	3203	6191	18821
FP018623_ARL6IP4_3	promoter	3200	6156	2602
FP019503_LRR1_2	promoter	3199	6470	9571
FP004153_SSB_1	promoter	3198	6419	13566
FP019742_EXD2_1	promoter	3197	6318	5387
FP027246_ZFP64_1	promoter	3196	6093	2902
FP017049_FLI1_2	promoter	3196	6202	4857
FP028300_EP300_1	promoter	3194	6313	9329
FP014547_FAM13C_3	promoter	3194	6487	12211
FP025402_ZNF738_1	promoter	3193	6327	15167
FP023663_PRR11_3	promoter	3193	6272	7813
FP004111_FIGN_1	promoter	3190	6215	7628
FP004629_TMEM198_1	promoter	3189	6156	2547
FP026105_RUVBL2_1	promoter	3187	6322	8658
FP006273_SERPINI1_1	promoter	3187	6518	2519
FP012859_ZFAT_4	promoter	3184	6180	9128
FP006671_ACOX3_1	promoter	3184	6177	3089
FP023432_ARL17A_2	promoter	3180	5697	756
FP025537_LIN37_1	promoter	3179	5984	3269
FP005922_ZNF148_1	promoter	3178	5644	10379
FP020511_MYO5A_1	promoter	3176	5880	5
FP004435_STRADB_1	promoter	3174	6555	2874
FP001458_PIFO_4	promoter	3174	5933	15226
FP012249_KIF13B_1	promoter	3173	6232	27
FP000680_YRDC_1	promoter	3173	11283	4596
FP011486_PRKRIP1_3	promoter	3172	6423	7545
FP010706_RPA3_1	promoter	3169	6170	1409
FP024174_TGIF1_3	promoter	3167	5988	4345
FP009167_TFAP2A_4	promoter	3167	5606	6488
FP021851_CHD9_4	promoter	3166	6200	13
FP011362_ZKSCAN5_2	promoter	3166	5964	19108
FP025611_ZNF527_1	promoter	3165	5728	11978
FP007160_ABCG2_3	promoter	3165	5937	7935
